,iyear,imonth,iday,country_txt,city,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,motive
118,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Police,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
119,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
120,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
121,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
122,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
123,2013,8,28,Iraq,Jisr Diyala,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
124,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
125,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
126,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
127,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
128,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
129,2013,8,28,Iraq,Mahmudiyah,1,Bombing/Explosion,Business,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
130,2013,8,28,Iraq,Madain,1,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
131,2013,8,28,Iraq,Tarmiyah,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
132,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
133,2013,8,28,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013."
134,2012,4,24,Pakistan,Lahore,1,Bombing/Explosion,Transportation,Pakistan,Lashkar-e-Balochistan,A spokesperson for Lashkar-e-Balochistan claimed responsibility for the attack and stated that it was in response to the targeted killing of Baloch elders and women. The groups pledged more attacks unless the targeting of Baloch citizens stopped.
135,2012,6,29,Algeria,Ouargla,1,Bombing/Explosion,Police,Algeria,Movement for Oneness and Jihad in West Africa (MUJAO),"A spokesperson for Movement for Oneness and Jihad in West Africa (MUJAO) claimed responsibility for the attack, stating that the bombing was carried out because Algeria was encouraging Tuareg insurgents to fight against MUJAO."
136,2013,1,13,Pakistan,Gareeyom,1,Bombing/Explosion,Military,Pakistan,Mujahideen Ansar,A spokesperson for Mujahideen Ansar claimed responsibility for the attack and stated that it was in retaliation for the Pakistani Army's complicity in American drone strikes.
137,2012,3,9,Pakistan,Kalaya,1,Assassination,Terrorists/Non-State Militia,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"A spokesperson for Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the shooting of Malik Waris Khan, stating that Khan was attacked because he had been actively working against TTP."
138,2012,3,11,Pakistan,Badaber,1,Bombing/Explosion,Government (General),Pakistan,Tehrik-i-Taliban Pakistan (TTP),A spokesperson for Tehrik-i-Taliban Pakistan (TTP) stated that Deputy Speaker Khushdil Khan was attacked because he had been organizing the tribes in his area against the group.
139,2013,10,3,Pakistan,Hangu district,1,Bombing/Explosion,Terrorists/Non-State Militia,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"A spokesperson for Tehrik-i-Taliban Pakistan (TTP), Shahidullah Shahid, claimed responsibility for the incident and stated that groups that failed to support their ideology and fought against the TTP would be targeted."
140,2013,11,25,Pakistan,Khuzdar,1,Assassination,Private Citizens & Property,Pakistan,Baloch Liberation Army (BLA),"A spokesperson for the Baloch Liberation Army (BLA), Gohram Baloch, claimed responsibility and stated that Muhammad Gul Mengal was targeted because of his continued participation in the local government elections."
141,2013,6,21,Philippines,Bagumbayan,1,Armed Assault,Military,Philippines,Bangsamoro Islamic Freedom Movement (BIFM),A spokesperson for the Bangsamoro Islamic Freedom Movement (BIFM) stated that the attack was in response to an earlier attack on their forces by members of the Citizen Armed Force Geographical Unit (CAFGU).
142,2013,6,21,Philippines,Bagumbayan,1,Armed Assault,Military,Philippines,Bangsamoro Islamic Freedom Movement (BIFM),A spokesperson for the Bangsamoro Islamic Freedom Movement (BIFM) stated that the attack was in response to an earlier attack on their forces by members of the Citizen Armed Force Geographical Unit (CAFGU).
143,2013,4,5,Philippines,Midsayap,1,Bombing/Explosion,Educational Institution,Philippines,Bangsamoro Islamic Freedom Movement (BIFM),"A spokesperson for the Bangsamoro Islamic Freedom Movement (BIFM), Abu Misry Mama, claimed responsibility and stated that the assault on the school was retaliation for the recent arrest and subsequent death of one of their members."
144,2014,5,9,Ukraine,Donetsk,1,Hostage Taking (Kidnapping),NGO,International,Donetsk People's Republic,A spokesperson for the Donetsk People's Republic claimed that the International Committee of the Red Cross (ICRC) members were kidnapped because it was believed they were involved in espionage.
145,2013,4,7,Philippines,Napaod,1,Facility/Infrastructure Attack,Business,China,National Democratic Front-Bicol (NDF-Bicol),"A spokesperson for the National Democratic Front-Bicol (NDF-Bicol), Greg Benares, claimed responsibility and stated that the incident was retaliation against foreign mining firms that abuse the environment and put civilian lives at risk."
146,2013,6,18,Philippines,Esperanza,1,Hostage Taking (Kidnapping),Business,Philippines,New People's Army (NPA),"A spokesperson for the New People's Army (NPA) stated the group targeted the Shennalyne Corporation because it was engaging in logging activities which were deemed illegal and were destroying the environment. Furthermore, the spokesperson stated that the workers were killed because they were identified as being members of the Wild Dog anti-communist group and had engaged in human rights violations."
147,2014,3,10,Philippines,Matanao,1,Armed Assault,Police,Philippines,New People's Army (NPA),"A spokesperson for the New People's Army (NPA), Dencio Madrigal, claimed responsibility and stated that the police officers were targeted because of their involvement in the illegal drug trade."
148,2013,1,3,Pakistan,Qazi,1,Bombing/Explosion,Police,Pakistan,Tehrik-i-Taliban Pakistan (TTP),A spokesperson for the Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack and stated that the jail was targeted because it was an institution designed to be used against the groups members.
149,2013,1,1,Pakistan,Karachi,1,Bombing/Explosion,Violent Political Party,Pakistan,Tehrik-i-Taliban Pakistan (TTP),"A spokesperson for the Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack and stated that the joint Muttahida Qaumi Movement (MQM) and Tehreek-e-Minhajul Quarn (TMQ) rally was targeted because they are secular political parties.  A source notes that in December, another spokesperson for the Tehrik-i-Taliban Pakistan (TTP) had issued a statement warning people not to attending secular political gatherings."
150,2013,3,29,Nepal,Siraha district,1,Facility/Infrastructure Attack,Government (General),Nepal,Terai Communist Party,"A spokesperson from Janatantrik Terai Mukti Morcha-Rajan Mukti (JTMM-R), stated the explosive device was meant to serve as a warning to the victim, Suresh Raut, for his involvement wide spread corruption within the District Development Committee (DDC)."
151,2013,3,29,Pakistan,Peshawar,1,Bombing/Explosion,Police,Pakistan,Tehrik-i-Taliban Pakistan (TTP),A spokesperson of Tehrik-i-Taliban Pakistan (TTP) stated that the organization targeted the Frontier Constabulary (FC) because they held them responsible for attacks against tribal communities and the Taliban.
152,2013,3,31,Nepal,Nuwakot district,1,Hostage Taking (Kidnapping),Government (General),Nepal,Communist Party of Nepal-Maoist (Baidya),A spokesperson of the Communist Party of Nepal- Maoist (CPN-M) stated that the kidnappings were perpetrated in order to delay the voter registration progress of the Election Commission.
